From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),Xylene (ug/m3),AT (degree C)
2010-01-06 20:00:00,2010-01-06 21:00:00,,,100.31,128.81,229.12,,7.64,2.67,9.62,29.55,175.95,3.01,19.15,18.38,12.6,93.62,0.18,194.77,9.44,983.98,0.2,,
2010-01-06 21:00:00,2010-01-06 22:00:00,,,66.0,125.45,191.44,,7.89,2.33,6.22,31.67,134.94,4.29,20.56,10.72,12.81,95.08,0.44,216.86,6.45,984.14,0.19,,
2010-01-06 22:00:00,2010-01-06 23:00:00,,,58.43,114.66,173.09,,6.85,,5.01,22.23,58.6,0.67,8.47,2.55,12.55,96.02,0.31,184.3,5.11,984.29,0.19,,
2010-01-06 23:00:00,2010-01-07 00:00:00,,,76.2,131.45,207.65,,10.23,,4.86,21.0,72.77,2.44,7.48,1.96,12.06,97.79,0.49,214.4,5.52,984.24,0.2,,
2010-01-07 00:00:00,2010-01-07 01:00:00,,,53.02,117.75,170.76,,11.26,,3.75,17.77,50.21,0.34,1.93,1.17,12.13,98.05,0.36,188.41,5.46,983.82,0.2,,
2010-01-07 01:00:00,2010-01-07 02:00:00,,,65.52,119.03,184.56,,12.24,,5.49,20.75,54.38,,2.39,1.85,11.97,98.05,0.23,157.39,5.44,983.95,0.19,,
2010-01-07 02:00:00,2010-01-07 03:00:00,,,52.01,112.54,164.55,,11.6,,13.02,20.38,60.88,0.64,2.95,2.4,11.9,98.03,0.35,173.58,5.5,984.03,0.19,,
2010-01-07 03:00:00,2010-01-07 04:00:00,,,38.07,95.72,133.79,,8.9,1.88,8.18,17.87,53.36,0.62,1.42,2.45,11.63,98.03,0.3,141.05,5.44,984.09,0.2,,
2010-01-07 04:00:00,2010-01-07 05:00:00,,,30.75,81.56,112.31,,6.97,,3.39,13.17,30.34,,1.98,1.43,11.26,98.05,0.2,149.84,5.41,984.21,0.2,,
2010-01-07 05:00:00,2010-01-07 06:00:00,,,28.65,73.25,101.9,,6.1,,3.11,10.49,22.23,,0.24,,10.84,98.05,0.21,134.99,5.47,984.79,0.18,,
2010-01-07 06:00:00,2010-01-07 07:00:00,,,25.23,68.19,93.42,,5.46,,3.12,10.88,23.66,1.17,0.78,,10.74,98.04,0.18,89.71,5.45,984.95,0.18,,
2010-01-07 07:00:00,2010-01-07 08:00:00,,,27.64,70.4,98.04,,8.52,0.09,3.43,7.6,19.36,0.16,0.86,,10.31,98.04,0.39,194.57,9.56,985.76,0.2,,
2010-01-07 08:00:00,2010-01-07 09:00:00,,,40.78,85.01,125.79,,9.26,13.7,4.13,11.74,24.55,,,1.02,10.25,98.05,0.77,206.61,28.08,986.31,0.21,,
2010-01-07 09:00:00,2010-01-07 10:00:00,,,37.82,90.78,128.61,,9.5,,4.06,11.66,27.34,,1.12,,10.23,98.06,0.63,206.81,49.2,987.17,0.19,,
2010-01-07 10:00:00,2010-01-07 11:00:00,,,37.0,97.79,134.79,,9.9,1.16,3.92,12.13,23.15,,0.47,1.24,10.79,96.92,0.52,203.3,74.61,985.51,0.19,,
2010-01-07 11:00:00,2010-01-07 12:00:00,,,46.18,127.66,173.83,,5.07,,5.24,11.63,30.82,,1.06,0.92,12.04,89.4,0.6,210.71,160.39,986.77,0.21,,
2010-01-07 12:00:00,2010-01-07 13:00:00,,,43.95,165.67,209.63,,4.43,,5.09,14.34,41.7,1.38,0.74,0.97,14.28,79.2,0.8,227.61,252.84,984.06,0.23,,
2010-01-07 13:00:00,2010-01-07 14:00:00,,,26.62,124.7,151.32,,3.01,,5.02,15.5,28.68,0.76,1.1,0.8,15.19,75.16,1.33,209.67,257.54,982.27,0.21,,
2010-01-07 14:00:00,2010-01-07 15:00:00,,,21.29,101.17,122.45,,2.38,,5.36,10.62,13.91,,,,15.52,74.29,1.53,203.11,238.58,981.86,0.21,,
2010-01-07 15:00:00,2010-01-07 16:00:00,,,18.74,94.56,113.3,,3.34,11.05,5.57,8.21,13.44,,,,15.86,73.3,1.02,207.93,139.81,981.86,0.21,,
2010-01-07 16:00:00,2010-01-07 17:00:00,,,22.0,96.79,118.8,,4.38,,3.94,9.68,12.55,,,0.84,15.76,74.96,0.51,203.86,50.27,983.4,0.21,,
2010-01-07 17:00:00,2010-01-07 18:00:00,,,42.31,100.86,143.18,,4.86,1.26,4.99,12.94,,,3.13,4.02,14.59,82.22,0.41,202.72,10.51,982.79,0.2,,
2010-01-07 18:00:00,2010-01-07 19:00:00,,,62.25,116.3,178.55,,5.07,2.93,6.62,21.44,57.52,,4.31,3.65,13.68,87.38,0.48,215.31,5.28,984.04,0.19,,
2010-01-07 19:00:00,2010-01-07 20:00:00,,,50.94,112.6,163.55,,4.9,1.96,7.29,23.37,78.16,0.94,6.52,4.13,12.92,90.56,0.39,211.02,5.35,983.4,0.2,,
2010-01-07 20:00:00,2010-01-07 21:00:00,,,38.65,100.13,138.78,,5.91,,5.04,18.11,47.44,,2.11,0.58,12.31,93.02,0.72,218.23,5.27,983.62,0.21,,
2010-01-07 21:00:00,2010-01-07 22:00:00,,,55.0,107.26,162.26,,6.37,1.48,4.38,16.4,23.49,,1.46,1.9,11.81,93.9,0.53,199.81,5.3,984.54,0.19,,
2010-01-07 22:00:00,2010-01-07 23:00:00,,,71.7,117.95,189.65,,7.24,1.43,4.89,17.71,53.37,,2.07,,11.02,95.59,0.84,196.61,5.5,983.5,0.19,,
2010-01-07 23:00:00,2010-01-08 00:00:00,,,61.05,121.11,182.17,,6.46,39.74,3.94,14.43,24.69,0.94,1.07,1.76,10.15,98.04,0.87,198.92,5.56,976.79,0.2,,
2010-01-08 00:00:00,2010-01-08 01:00:00,,,52.57,105.26,157.82,,4.31,,5.93,11.25,17.34,,,,10.09,98.05,0.2,130.54,5.61,974.16,0.21,,
2010-01-08 01:00:00,2010-01-08 02:00:00,,,40.56,91.6,132.16,,2.38,,5.55,9.64,16.4,,0.65,1.63,10.06,98.04,0.32,137.3,5.63,982.13,0.18,,
2010-01-08 02:00:00,2010-01-08 03:00:00,,,34.65,80.38,115.03,,2.12,,3.12,10.78,14.92,,,,10.36,98.03,0.18,114.6,5.62,981.0,0.18,,
2010-01-08 03:00:00,2010-01-08 04:00:00,,,29.09,73.54,102.62,,3.55,,2.53,9.47,13.67,,0.32,0.74,10.33,98.03,0.53,121.15,5.6,980.78,0.2,,
2010-01-08 04:00:00,2010-01-08 05:00:00,,,26.03,67.87,93.9,,2.66,,2.14,8.69,9.76,,0.93,0.85,10.37,98.04,0.86,102.04,5.64,981.27,0.2,,
2010-01-08 05:00:00,2010-01-08 06:00:00,,,24.69,60.4,85.09,,3.02,,2.23,9.94,,,,,10.38,98.03,0.28,165.36,5.72,977.49,0.18,,
2010-01-08 06:00:00,2010-01-08 07:00:00,,,25.76,59.99,85.75,,3.01,1.05,2.36,9.19,,,0.58,,10.17,98.03,0.54,129.59,5.77,971.24,0.18,,
2010-01-08 07:00:00,2010-01-08 08:00:00,,,27.68,58.33,86.01,,3.76,,2.31,8.66,7.56,,0.58,,10.2,98.03,0.48,137.22,10.88,978.82,0.2,,
2010-01-08 08:00:00,2010-01-08 09:00:00,,,27.34,57.22,84.56,,3.45,0.78,2.14,8.04,,,0.63,,10.46,98.04,0.47,167.67,26.44,975.75,0.2,,
2010-01-08 09:00:00,2010-01-08 10:00:00,,,27.9,57.91,85.81,,3.82,,2.5,7.73,,,0.9,,10.44,98.04,0.48,176.52,49.77,976.26,0.19,,
2010-01-08 10:00:00,2010-01-08 11:00:00,,,22.43,58.34,80.77,,4.24,1.08,2.82,7.12,,,0.8,,10.02,98.04,0.48,179.51,72.35,972.0,0.19,,
2010-01-08 11:00:00,2010-01-08 12:00:00,,,26.3,67.54,93.84,,2.21,,5.33,10.01,14.1,,,0.88,9.99,98.04,0.88,194.14,88.26,968.01,0.21,,
2010-01-08 12:00:00,2010-01-08 13:00:00,,,21.59,62.28,83.87,,1.72,,2.86,14.71,,,,1.38,10.67,98.05,0.55,182.75,88.46,971.68,0.21,,
2010-01-08 13:00:00,2010-01-08 14:00:00,,,16.53,54.27,70.8,,1.11,,2.95,8.46,,,,,11.26,95.33,0.5,149.87,81.69,958.38,0.19,,
2010-01-08 14:00:00,2010-01-08 15:00:00,,,11.17,42.08,53.25,,0.66,1.21,2.52,10.07,,,,0.61,11.46,93.31,0.46,145.33,71.51,957.81,0.19,,
2010-01-08 15:00:00,2010-01-08 16:00:00,,,12.3,36.0,48.31,,0.48,,2.46,10.26,,,,,11.54,93.05,0.83,173.99,60.53,954.1,0.21,,
2010-01-08 16:00:00,2010-01-08 17:00:00,,,9.28,36.43,45.71,,0.8,,1.28,9.08,,0.67,0.62,0.6,11.68,92.33,0.3,141.4,28.16,968.29,0.21,,
2010-01-08 17:00:00,2010-01-08 18:00:00,,,8.62,33.32,41.94,,0.57,,1.88,7.55,,,0.51,0.92,11.34,94.31,0.72,176.86,7.54,964.2,0.19,,
2010-01-08 18:00:00,2010-01-08 19:00:00,,,8.04,33.55,41.59,,0.19,1.29,2.25,6.82,,,0.64,,11.15,95.82,0.49,163.59,5.43,959.56,0.19,,
2010-01-08 19:00:00,2010-01-08 20:00:00,,,13.27,38.52,51.79,,0.35,,2.85,7.27,12.41,,1.01,,10.95,97.48,0.65,186.76,5.45,961.27,0.2,,
2010-01-08 20:00:00,2010-01-08 21:00:00,,,12.32,32.16,44.47,,0.53,15.34,1.91,7.35,15.14,,0.53,0.89,10.79,98.05,0.47,161.18,5.41,957.82,0.21,,
2010-01-08 21:00:00,2010-01-08 22:00:00,,,16.68,37.67,54.35,,0.04,,2.25,5.91,,,0.38,,10.81,98.04,0.39,162.32,5.48,969.55,0.19,,
2010-01-08 22:00:00,2010-01-08 23:00:00,,,19.18,44.62,63.8,,0.15,,2.21,5.58,,,,,10.53,98.04,0.48,174.48,5.58,969.45,0.19,,
2010-01-08 23:00:00,2010-01-09 00:00:00,,,22.87,48.38,71.25,,1.78,,2.07,4.76,6.12,,,,10.37,98.03,0.27,157.7,5.6,982.24,0.2,,
2010-01-09 00:00:00,2010-01-09 01:00:00,,,22.13,51.14,73.27,,0.94,,1.94,3.63,6.82,0.77,,,10.15,98.05,0.62,84.92,5.62,981.57,0.21,,
2010-01-09 01:00:00,2010-01-09 02:00:00,,,20.4,47.45,67.85,,1.08,,2.08,4.96,,,,0.87,10.01,98.04,0.97,102.18,5.67,981.19,0.19,,
2010-01-09 02:00:00,2010-01-09 03:00:00,,,20.57,45.87,66.44,,1.47,,1.86,4.65,,,,,10.19,98.04,0.33,143.14,5.73,982.52,0.18,,
2010-01-09 03:00:00,2010-01-09 04:00:00,,,21.56,48.14,69.7,,4.41,,1.61,3.14,,,,,10.35,97.55,0.38,177.72,5.75,980.83,0.2,,
2010-01-09 04:00:00,2010-01-09 05:00:00,,,21.44,47.03,68.48,,4.67,,1.53,3.42,,,0.25,,10.39,96.11,0.3,148.57,5.8,978.62,0.21,,
2010-01-09 05:00:00,2010-01-09 06:00:00,,,18.88,45.57,64.44,,4.64,,1.7,3.86,,,,,10.18,95.74,0.6,174.66,5.82,977.21,0.19,,
2010-01-09 06:00:00,2010-01-09 07:00:00,,,18.43,45.03,63.46,,3.65,,1.89,2.78,,,0.15,,10.16,94.71,0.77,191.24,5.9,977.37,0.19,,
2010-01-09 07:00:00,2010-01-09 08:00:00,,,20.42,49.91,70.34,,1.77,,1.9,3.53,3.13,,0.22,,10.2,92.99,0.47,176.91,12.22,977.98,0.2,,
2010-01-09 08:00:00,2010-01-09 09:00:00,,,22.51,53.25,75.77,,1.87,,2.33,3.79,1.32,,,,10.59,89.5,0.42,175.55,44.54,977.7,0.21,,
2010-01-09 09:00:00,2010-01-09 10:00:00,,,26.49,63.73,90.23,,3.89,,2.88,3.86,,0.69,0.57,,11.19,85.31,0.46,152.76,95.76,971.18,0.2,,
2010-01-09 10:00:00,2010-01-09 11:00:00,,,18.53,65.13,83.65,,2.96,1.09,3.22,5.12,,0.8,0.9,,12.14,79.3,0.86,147.79,200.75,969.0,0.2,,
2010-01-09 11:00:00,2010-01-09 12:00:00,,,19.51,64.19,83.7,,1.6,,3.19,6.02,5.25,1.25,0.94,,13.75,71.92,0.74,154.47,294.26,980.18,0.22,,
2010-01-09 12:00:00,2010-01-09 13:00:00,,,15.23,61.54,76.76,,,,3.91,6.53,,,,0.66,15.12,67.45,0.76,167.77,373.3,973.87,0.23,,
2010-01-09 13:00:00,2010-01-09 14:00:00,,,9.25,50.54,59.8,,,,9.53,9.58,,,1.09,,15.96,66.11,0.88,187.1,352.58,969.93,0.22,,
2010-01-09 14:00:00,2010-01-09 15:00:00,,,6.23,35.57,41.8,,,,5.01,12.23,,,,,15.34,70.89,1.52,188.98,279.95,973.5,0.21,,
2010-01-09 15:00:00,2010-01-09 16:00:00,,,5.88,28.59,34.47,,2.32,,4.9,5.49,17.61,,,,14.29,75.63,1.39,185.85,179.42,960.75,0.2,,
2010-01-09 16:00:00,2010-01-09 17:00:00,,,8.17,30.94,39.11,,2.21,,2.4,6.75,15.55,,0.3,1.05,12.73,81.79,1.22,188.59,78.04,947.15,0.2,,
2010-01-09 17:00:00,2010-01-09 18:00:00,,,9.91,34.74,44.65,,1.57,,2.82,6.42,,,,1.22,11.32,87.51,1.42,192.58,13.78,951.43,0.19,,
2010-01-09 18:00:00,2010-01-09 19:00:00,,,12.58,37.68,50.27,,2.32,,2.83,7.0,,0.72,,0.81,10.52,90.48,1.28,188.52,6.67,964.8,0.18,,
2010-01-09 19:00:00,2010-01-09 20:00:00,,,15.26,43.75,59.01,,3.97,,5.4,6.49,16.96,0.67,0.5,1.08,10.23,91.5,1.24,192.12,6.93,965.87,0.2,,
2010-01-09 20:00:00,2010-01-09 21:00:00,,,17.22,48.93,66.15,,3.72,,6.38,5.06,11.36,,,,9.88,92.44,1.29,195.7,7.24,969.24,0.21,,
2010-01-09 21:00:00,2010-01-09 22:00:00,,,20.13,49.58,69.71,,3.33,,5.69,4.41,,0.6,0.32,,9.6,93.21,0.9,184.77,7.45,964.9,0.19,,
2010-01-09 22:00:00,2010-01-09 23:00:00,,,24.82,53.09,77.9,,3.4,1.01,3.73,3.7,,0.93,,,9.37,92.99,0.41,160.22,7.66,966.73,0.18,,
2010-01-09 23:00:00,2010-01-10 00:00:00,,,23.49,51.88,75.36,,1.32,,2.03,3.17,7.31,,0.2,0.66,9.01,94.53,0.55,154.73,8.25,966.71,0.2,,
2010-01-10 00:00:00,2010-01-10 01:00:00,,,22.27,49.6,71.87,,0.56,,1.87,3.29,5.98,,,,8.94,95.14,0.49,158.62,10.47,966.55,0.2,,
2010-01-10 01:00:00,2010-01-10 02:00:00,,,24.05,49.35,73.4,,0.94,,2.04,3.55,,,,0.51,8.73,96.03,0.35,191.15,10.82,964.53,0.18,,
2010-01-10 02:00:00,2010-01-10 03:00:00,,,25.25,48.29,73.54,,0.55,,1.95,4.26,,,0.29,0.8,8.63,95.58,0.29,167.19,10.44,977.27,0.18,,
2010-01-10 03:00:00,2010-01-10 04:00:00,,,23.96,47.5,71.46,,0.21,,2.07,2.51,7.96,,0.02,0.85,8.57,95.58,0.44,137.53,14.36,972.27,0.19,,
2010-01-10 04:00:00,2010-01-10 05:00:00,,,21.82,46.48,68.3,,0.11,,1.8,3.67,2.75,,,,8.46,96.07,0.45,140.19,23.33,972.67,0.2,,
2010-01-10 05:00:00,2010-01-10 06:00:00,,,23.09,46.83,69.92,,0.3,,1.94,3.7,0.28,,0.25,,8.33,95.73,0.35,157.56,26.55,968.45,0.18,,
2010-01-10 06:00:00,2010-01-10 07:00:00,,,20.59,44.69,65.28,,0.33,,1.9,3.74,0.48,,,,7.97,95.77,0.61,154.24,26.26,965.41,0.18,,
2010-01-10 07:00:00,2010-01-10 08:00:00,,,22.88,44.84,67.71,,3.29,,2.11,2.87,4.74,,,,8.0,96.37,0.38,115.15,35.67,969.38,0.19,,
2010-01-10 08:00:00,2010-01-10 09:00:00,,,21.8,45.6,67.4,,2.59,,2.02,3.65,5.18,,0.23,0.69,8.05,94.23,0.46,130.93,74.16,961.57,0.2,,
2010-01-10 09:00:00,2010-01-10 10:00:00,,,24.47,48.7,73.17,,3.33,,2.27,2.96,,,0.1,,8.44,92.19,0.34,195.7,100.74,975.29,0.18,,
2010-01-10 10:00:00,2010-01-10 11:00:00,,,27.62,54.31,81.93,,3.21,1.13,2.69,4.84,,0.63,,,8.98,90.16,0.27,121.64,116.15,979.61,0.19,,
2010-01-10 11:00:00,2010-01-10 12:00:00,,,19.83,54.98,74.81,,1.29,,2.48,5.9,7.67,1.09,0.82,0.8,9.48,86.77,0.31,148.35,190.85,978.17,0.2,,
2010-01-10 12:00:00,2010-01-10 13:00:00,,,11.11,40.98,52.09,,0.7,,2.32,7.2,3.06,,0.54,0.24,9.83,83.77,0.64,114.35,264.06,970.0,0.22,,
2010-01-10 13:00:00,2010-01-10 14:00:00,,,8.99,37.48,46.47,,1.02,,3.69,8.73,10.26,,,,10.55,79.68,0.7,83.7,284.6,975.58,0.2,,
2010-01-10 14:00:00,2010-01-10 15:00:00,,,7.81,34.18,41.99,,0.88,1.04,4.12,7.88,,,,,10.74,79.06,0.81,94.8,276.23,974.39,0.2,,
2010-01-10 15:00:00,2010-01-10 16:00:00,,,13.9,40.88,54.78,,2.63,,4.04,7.77,12.13,,,,10.85,79.11,0.8,131.86,192.42,982.49,0.21,,
2010-01-10 16:00:00,2010-01-10 17:00:00,,,13.12,40.72,53.83,,2.5,,2.92,6.11,9.61,,,,10.08,82.51,0.81,185.9,93.42,979.01,0.21,,
2010-01-10 17:00:00,2010-01-10 18:00:00,,,14.95,35.83,50.79,,2.77,,2.63,10.82,10.67,,,,9.41,85.54,0.47,166.22,50.78,977.34,0.19,,
2010-01-10 18:00:00,2010-01-10 19:00:00,,,18.78,41.44,60.23,,2.81,1.31,2.69,9.24,,,,0.64,8.91,86.75,0.45,122.48,44.1,976.46,0.18,,
2010-01-10 19:00:00,2010-01-10 20:00:00,,,23.47,46.4,69.87,,1.84,,2.51,8.25,11.66,,,,8.77,87.67,0.35,130.15,93.91,984.68,0.19,,
2010-01-10 20:00:00,2010-01-10 21:00:00,,,22.32,49.27,71.59,,0.61,32.2,2.18,7.01,8.2,,,,8.49,87.94,0.43,174.54,105.05,979.42,0.2,,
2010-01-10 21:00:00,2010-01-10 22:00:00,,,23.77,50.07,73.83,,0.17,,2.56,6.71,6.33,0.69,1.06,1.65,8.31,88.83,0.6,168.2,84.67,975.1,0.18,,
2010-01-10 22:00:00,2010-01-10 23:00:00,,,25.35,51.65,77.0,,0.75,1.26,2.46,6.83,,,,,8.22,89.24,0.48,142.37,91.91,973.17,0.18,,
2010-01-10 23:00:00,2010-01-11 00:00:00,,,25.42,52.15,77.57,,1.8,,2.19,5.53,7.5,,,,8.15,89.72,0.33,139.37,82.76,982.65,0.19,,
2010-01-11 00:00:00,2010-01-11 01:00:00,,,24.16,49.54,73.71,,1.59,,2.0,5.93,4.42,,0.19,0.25,8.01,90.52,0.38,178.89,96.71,982.24,0.2,,
2010-01-11 01:00:00,2010-01-11 02:00:00,,,21.0,46.77,67.76,,0.77,,2.03,5.45,,,,,7.74,91.22,0.57,170.43,115.94,984.59,0.19,,
2010-01-11 02:00:00,2010-01-11 03:00:00,,,18.71,43.22,61.94,,1.35,,1.96,5.19,,0.84,0.31,,7.4,92.44,0.71,173.95,146.91,980.98,0.18,,
2010-01-11 03:00:00,2010-01-11 04:00:00,,,19.79,42.03,61.81,,0.9,,2.28,4.07,1.72,,,,7.02,93.85,0.58,149.1,136.62,975.8,0.19,,
2010-01-11 04:00:00,2010-01-11 05:00:00,,,22.31,42.66,64.97,,0.33,,1.75,4.35,3.84,,,,7.09,94.36,0.41,127.56,71.75,967.92,0.2,,
2010-01-11 05:00:00,2010-01-11 06:00:00,,,22.74,41.27,64.01,,0.55,,2.18,3.24,3.44,,0.24,,6.94,94.7,0.46,101.01,87.88,977.12,0.19,,
2010-01-11 06:00:00,2010-01-11 07:00:00,,,21.12,38.52,59.65,,0.77,,2.37,3.12,1.72,,0.19,0.07,6.96,94.71,0.39,134.81,94.82,981.95,0.18,,
2010-01-11 07:00:00,2010-01-11 08:00:00,,,20.77,40.94,61.7,,3.31,,2.07,2.85,3.93,,0.24,,7.11,93.09,0.34,166.56,79.52,983.78,0.19,,
2010-01-11 08:00:00,2010-01-11 09:00:00,,,22.25,44.09,66.34,,2.06,,2.0,3.71,3.2,,0.28,0.3,7.39,90.93,0.47,145.37,109.73,983.24,0.2,,
2010-01-11 09:00:00,2010-01-11 10:00:00,,,15.85,45.31,61.17,,1.68,,2.21,4.6,2.28,,,,8.02,87.31,0.55,188.32,156.58,981.84,0.19,,
2010-01-11 10:00:00,2010-01-11 11:00:00,,,23.02,56.35,79.36,,2.9,1.38,5.18,5.35,0.37,,0.82,0.69,8.86,83.07,0.62,99.85,174.59,979.96,0.19,,
2010-01-11 11:00:00,2010-01-11 12:00:00,,,11.76,48.75,60.51,,0.34,,4.32,9.04,3.77,,0.54,0.41,10.41,76.09,0.48,141.99,300.25,971.9,0.21,,
2010-01-11 12:00:00,2010-01-11 13:00:00,,,10.98,45.81,56.79,,0.06,0.79,5.04,8.91,8.4,,,,12.1,69.51,0.72,110.41,356.86,968.35,0.23,,
2010-01-11 13:00:00,2010-01-11 14:00:00,,,7.66,44.45,52.11,,0.19,,7.88,11.95,,,,0.65,13.05,66.1,0.81,106.61,348.15,972.56,0.21,,
2010-01-11 14:00:00,2010-01-11 15:00:00,,,6.62,40.32,46.94,,0.19,,9.6,8.59,,,,,13.7,65.39,0.86,138.48,310.87,979.53,0.21,,
2010-01-11 15:00:00,2010-01-11 16:00:00,,,8.68,40.33,49.01,,2.19,,7.19,6.91,0.28,,,,13.62,66.51,0.7,174.5,223.58,972.87,0.21,,
2010-01-11 16:00:00,2010-01-11 17:00:00,,,9.37,38.57,47.94,,2.33,,4.56,5.28,4.27,,0.19,,12.67,70.65,0.73,183.94,105.18,970.44,0.21,,
2010-01-11 17:00:00,2010-01-11 18:00:00,,,15.57,45.97,61.54,,2.18,,3.21,7.14,8.21,,,,11.2,78.11,0.92,187.62,35.66,968.85,0.19,,
2010-01-11 18:00:00,2010-01-11 19:00:00,,,19.56,47.49,67.04,,2.01,1.46,3.11,9.52,8.76,,,0.69,10.02,83.18,0.46,191.81,26.62,964.89,0.18,,
2010-01-11 19:00:00,2010-01-11 20:00:00,,,24.95,55.85,80.8,,3.26,,3.94,11.17,14.39,,,,9.66,85.66,0.92,197.51,26.75,966.2,0.19,,
2010-01-11 20:00:00,2010-01-11 21:00:00,,,25.31,52.51,77.81,,3.23,38.2,3.04,8.37,15.37,0.82,0.85,0.74,9.12,87.52,0.65,190.08,26.99,969.88,0.21,,
2010-01-11 21:00:00,2010-01-11 22:00:00,,,25.81,49.05,74.86,,2.62,,5.21,7.73,11.81,0.67,,,8.82,88.9,0.31,174.88,26.95,967.34,0.19,,
2010-01-11 22:00:00,2010-01-11 23:00:00,,,27.37,50.86,78.23,,2.94,1.31,6.5,7.3,,,,,8.57,90.32,0.16,149.25,26.83,962.96,0.18,,
2010-01-11 23:00:00,2010-01-12 00:00:00,,,23.13,52.85,75.99,,0.77,,3.24,6.08,12.12,0.77,0.42,,8.52,90.25,0.47,182.97,27.06,970.18,0.19,,
2010-01-12 00:00:00,2010-01-12 01:00:00,,,21.05,51.79,72.84,,0.07,,2.16,4.79,6.73,0.95,0.16,0.38,8.41,89.8,0.49,183.37,27.58,968.71,0.21,,
2010-01-12 01:00:00,2010-01-12 02:00:00,,,20.95,47.41,68.35,,0.04,,2.21,4.61,7.6,,0.14,,8.18,90.24,0.33,179.74,27.48,965.49,0.19,,
2010-01-12 02:00:00,2010-01-12 03:00:00,,,20.94,45.87,66.8,,0.02,1.03,2.42,4.51,,,0.76,,8.07,90.13,0.3,161.2,27.35,961.48,0.18,,
2010-01-12 03:00:00,2010-01-12 04:00:00,,,19.48,45.57,65.04,,0.42,,3.07,4.26,5.33,,0.32,,7.88,89.17,0.6,139.39,27.49,968.61,0.19,,
2010-01-12 04:00:00,2010-01-12 05:00:00,,,19.47,47.5,66.98,,0.35,,3.96,3.99,4.0,,,,7.55,88.82,0.63,176.63,27.87,984.55,0.2,,
2010-01-12 05:00:00,2010-01-12 06:00:00,,,19.46,49.19,68.65,,0.52,,2.94,3.55,4.69,,,,7.18,89.01,0.62,194.71,27.78,976.13,0.19,,
2010-01-12 06:00:00,2010-01-12 07:00:00,,,23.05,54.28,77.33,,0.83,1.13,2.45,3.87,0.42,,,,6.84,89.36,0.69,209.3,27.69,973.64,0.18,,
2010-01-12 07:00:00,2010-01-12 08:00:00,,,27.08,57.24,84.32,,2.64,,2.54,4.01,5.4,,0.62,0.84,6.84,88.77,0.51,125.18,35.3,982.47,0.19,,
2010-01-12 08:00:00,2010-01-12 09:00:00,,,25.66,57.72,83.38,,2.33,,3.6,2.99,5.6,,,0.85,7.22,87.78,0.58,56.11,74.31,984.69,0.2,,
2010-01-12 09:00:00,2010-01-12 10:00:00,,,27.16,63.18,90.34,,2.22,,4.39,4.69,4.78,,0.17,0.53,8.11,84.55,0.71,63.39,126.36,983.47,0.19,,
2010-01-12 10:00:00,2010-01-12 11:00:00,,,29.68,69.91,99.59,,3.06,1.36,3.57,5.89,6.64,0.56,0.36,,9.18,80.29,0.72,97.73,161.93,980.1,0.19,,
2010-01-12 11:00:00,2010-01-12 12:00:00,,,24.83,71.16,95.99,,0.96,,3.41,7.51,8.98,1.06,0.91,,10.26,75.79,0.91,81.85,280.26,986.51,0.2,,
2010-01-12 12:00:00,2010-01-12 13:00:00,,,23.74,74.67,98.41,,0.34,,4.15,8.42,12.19,,,,11.92,69.74,0.58,137.56,345.09,984.93,0.23,,
2010-01-12 13:00:00,2010-01-12 14:00:00,,,21.88,79.64,101.51,,0.51,,5.02,9.92,14.47,0.67,0.5,1.52,12.87,66.1,0.77,189.63,305.5,981.92,0.22,,
2010-01-12 14:00:00,2010-01-12 15:00:00,,,21.16,87.74,108.89,,1.16,1.47,5.9,10.13,,,,0.72,12.75,66.67,1.15,212.01,243.85,980.76,0.2,,
2010-01-12 15:00:00,2010-01-12 16:00:00,,,15.7,83.12,98.82,,1.77,1.02,6.74,9.6,17.45,0.55,0.65,0.8,12.86,67.4,1.08,217.95,166.19,981.38,0.2,,
2010-01-12 16:00:00,2010-01-12 17:00:00,,,9.63,56.55,66.17,,2.11,,6.71,9.58,18.02,1.1,,1.12,12.35,69.99,0.87,217.79,87.76,977.0,0.21,,
2010-01-12 17:00:00,2010-01-12 18:00:00,,,15.32,61.82,77.14,,2.38,,6.3,11.37,11.84,,,,11.79,74.26,0.52,215.53,36.69,972.4,0.2,,
2010-01-12 18:00:00,2010-01-12 19:00:00,,,30.43,74.29,104.72,,3.13,2.57,7.46,18.57,,,0.45,,11.27,76.84,0.42,235.59,30.39,974.41,0.19,,
2010-01-12 19:00:00,2010-01-12 20:00:00,,,41.62,84.14,125.76,,4.91,2.81,7.55,24.39,52.74,,4.79,,11.04,78.99,0.32,240.56,30.14,976.82,0.2,,
2010-01-12 20:00:00,2010-01-12 21:00:00,,,59.05,110.94,169.99,,5.32,2.31,7.5,27.84,68.44,0.81,6.93,5.42,11.29,78.74,0.57,262.52,29.99,982.82,0.21,,
